"Year","Plot","SpeciesID","TotalAbundance","Onset","Peak","End","Duration","Onset_DOY","Peak_DOY","End_DOY","Onset_Temp_50","Peak_Temp_50","End_Temp_50"
1996,"Art1","Enchytraeidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Ephydridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Faniidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Geometridae",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Gracilariidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Heleomyzidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Hemiptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Hymenoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Ichneumonidae",43,NA,NA,NA,NA,182,194,207,0.386166666666667,1.825,4.00166666666667
1996,"Art1","Latridiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Lepidoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Linyphiidae",8,NA,NA,NA,NA,150,169,205,-7.52158333333333,-3.43966666666667,3.88033333333333
1996,"Art1","Lycaenidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Lycosidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Lycosidae egg sac",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Lygaeidae",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Megaspilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","MYSC",64,188.19621263755,209.42259437146,227.986381589414,39.790168951864,162,175,189,-4.50025,-1.69841666666667,1.41558333333333
1996,"Art1","Nematoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Noctuidae",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Notostraca",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Nymphalidae",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Ostracoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Phoridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Pieridae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","PieridaeÂ ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Piophilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Platygastridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Plutellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Psocoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Psylloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Scathophagidae",11,NA,NA,NA,NA,146,160,187,-8.33341666666667,-5.22783333333333,1.034
1996,"Art1","Scelionidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Scelionidaee",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Siphonaptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Syrphidae",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Tachinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Tardigrada",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Tenthredinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Thomisidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Thysanoptera",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Tipulidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Tipuloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Tortricidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Trichoceridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","Triopsidae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art1","TriopsidaeÂ ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Acari",1545,170.940334853131,196.611071087262,231.123475287375,60.1831404342443,162,180,205,-4.50025,-0.138,3.88033333333333
1996,"Art2","Agromyzidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","ANMU",1881.12,175.115733890885,188.650910383045,205.428261497004,30.3125276061196,164,181,198,-4.00008333333333,0.11475,2.54066666666667
1996,"Art2","Aphidoidea",0,NA,NA,NA,NA,170,192,215,-3.26066666666667,1.58708333333333,4.61666666666667
1996,"Art2","Apidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Aranea",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Arthropoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Braconidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Calliphoridae",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Cecidomyiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Ceraphronidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Ceraphronoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Chalcidoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","CHCE",775,178.133358736971,191.32002762744,206.969856189028,28.8364974520573,164,177,191,-4.00008333333333,-1.02466666666667,1.52225
1996,"Art2","Coccinellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Coccoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Coleoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Collembola",436,161.789535585918,180.34799505963,203.759308287828,41.9697727019094,161,179,209,-4.88608333333333,-0.39025,4.14425
1996,"Art2","Copepoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Culicidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Cynipoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Dictynidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Diptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Empididae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Enchytraeidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Ephydridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Faniidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Geometridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Gracilariidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Heleomyzidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Hemiptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Hymenoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Ichneumonidae",92,185.66379899295,199.467729596394,220.132389564113,34.4685905711622,179,192,206,-0.39025,1.58708333333333,3.98466666666667
1996,"Art2","Latridiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Lepidoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Linyphiidae",476,165.418854820154,185.116215275509,224.302173287717,58.8833184675624,160,183,218,-5.22783333333333,0.46575,4.99383333333333
1996,"Art2","Lycaenidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Lycosidae",265,192.150727241921,205.013108025102,221.968250282145,29.8175230402242,169,190,215,-3.43966666666667,1.46166666666667,4.61666666666667
1996,"Art2","Lycosidae egg sac",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Lygaeidae",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Megaspilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","MYSC",160,181.645607104296,198.81248193169,216.338837636591,34.6932305322943,158,171,190,-5.61891666666667,-3.0325,1.46166666666667
1996,"Art2","Nematoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Noctuidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Notostraca",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Nymphalidae",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Ostracoda",0,NA,NA,NA,NA,167,177,187,-3.78483333333333,-1.02466666666667,1.034
1996,"Art2","Phoridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Pieridae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","PieridaeÂ ",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Piophilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Platygastridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Plutellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Psocoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Psylloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Scathophagidae",6,NA,NA,NA,NA,156,163,175,-6.18183333333333,-4.218,-1.69841666666667
1996,"Art2","Scelionidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Scelionidaee",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Siphonaptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Syrphidae",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Tachinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Tardigrada",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Tenthredinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Thomisidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Thysanoptera",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Tipulidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Tipuloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Tortricidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Trichoceridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","Triopsidae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art2","TriopsidaeÂ ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Acari",641,185.048505557879,204.556390588093,230.922118307473,45.8736127495931,166,197,226,-3.84233333333333,2.308,5.48998226950355
1996,"Art3","Agromyzidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","ANMU",247,188.262564400887,205.111417633365,227.414183535194,39.1516191343069,172,190,211,-2.77425,1.46166666666667,4.35625
1996,"Art3","Aphidoidea",0,NA,NA,NA,NA,188,199,214,1.23116666666667,2.74241666666667,4.49758333333333
1996,"Art3","Apidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Aranea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Arthropoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Braconidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Calliphoridae",3,NA,NA,NA,NA,149,216,231,-7.64366666666667,4.71483333333333,5.70301418439716
1996,"Art3","Cecidomyiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Ceraphronidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Ceraphronoidea",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Chalcidoidea",0,NA,NA,NA,NA,206,218,230,3.98466666666667,4.99383333333333,5.65469858156028
1996,"Art3","CHCE",147,189.116279609267,196.592519469559,206.526435957349,17.4101563480828,176,189,202,-1.34416666666667,1.41558333333333,3.3095
1996,"Art3","Coccinellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Coccoidea",86,194.343283675306,207.913243646122,225.941340710152,31.5980570348465,177,197,217,-1.02466666666667,2.308,4.85316666666667
1996,"Art3","Coleoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Collembola",679,184.060820178446,196.558523202235,218.343710502423,34.282890323977,163,184,214,-4.218,0.63975,4.49758333333333
1996,"Art3","Copepoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Culicidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Cynipoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Dictynidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Diptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Empididae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Enchytraeidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Ephydridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Faniidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Geometridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Gracilariidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Heleomyzidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Hemiptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Hymenoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Ichneumonidae",137,207.373158948029,224.719046459049,235.39664787717,28.0234889291411,192,213,231,1.58708333333333,4.449,5.70301418439716
1996,"Art3","Latridiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Lepidoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Linyphiidae",58,177.952839894687,198.867240989328,232.877103897012,54.9242640023253,162,189,226,-4.50025,1.41558333333333,5.48998226950355
1996,"Art3","Lycaenidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Lycosidae",406,183.007753695813,203.985306180793,230.603811196783,47.5960575009701,161,182,215,-4.88608333333333,0.386166666666667,4.61666666666667
1996,"Art3","Lycosidae egg sac",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Lygaeidae",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Megaspilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","MYSC",41,NA,NA,NA,NA,185,194,204,0.734666666666667,1.825,3.7025
1996,"Art3","Nematoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Noctuidae",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Notostraca",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Nymphalidae",81,202.626973885298,216.629761107495,229.573342110131,26.946368224833,188,201,213,1.23116666666667,3.1465,4.449
1996,"Art3","Ostracoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Phoridae",2,NA,NA,NA,NA,208,218,225,4.05991666666667,4.99383333333333,5.42748226950355
1996,"Art3","Pieridae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","PieridaeÂ ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Piophilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Platygastridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Plutellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Psocoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Psylloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Scathophagidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Scelionidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Scelionidaee",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Siphonaptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Syrphidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Tachinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Tardigrada",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Tenthredinidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Thomisidae",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Thysanoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Tipulidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Tipuloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Tortricidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Trichoceridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","Triopsidae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art3","TriopsidaeÂ ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Acari",620,183.575097998956,202.026780284275,230.914421872602,47.3393238736462,170,197,226,-3.26066666666667,2.308,5.48998226950355
1996,"Art4","Agromyzidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","ANMU",453,187.50573977956,205.894645562441,227.988765596866,40.483025817306,174,192,214,-2.05808333333333,1.58708333333333,4.49758333333333
1996,"Art4","Aphidoidea",0,NA,NA,NA,NA,183,190,202,0.46575,1.46166666666667,3.3095
1996,"Art4","Apidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Aranea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Arthropoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Braconidae",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Calliphoridae",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Cecidomyiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Ceraphronidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Ceraphronoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Chalcidoidea",0,NA,NA,NA,NA,204,218,230,3.7025,4.99383333333333,5.65469858156028
1996,"Art4","CHCE",199,187.946686118901,199.902223101742,217.925097161469,29.9784110425682,172,187,202,-2.77425,1.034,3.3095
1996,"Art4","Coccinellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Coccoidea",11,NA,NA,NA,NA,183,199,217,0.46575,2.74241666666667,4.85316666666667
1996,"Art4","Coleoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Collembola",341,183.604813821939,201.306741346341,228.193226815566,44.5884129936275,167,190,215,-3.78483333333333,1.46166666666667,4.61666666666667
1996,"Art4","Copepoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Culicidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Cynipoidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Dictynidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Diptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Empididae",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Enchytraeidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Ephydridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Faniidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Geometridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Gracilariidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Heleomyzidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Hemiptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Hymenoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Ichneumonidae",109,211.577937479114,226.480323450553,235.761968154823,24.1840306757095,184,209,230,0.63975,4.14425,5.65469858156028
1996,"Art4","Latridiidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Lepidoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Linyphiidae",81,177.731210754341,200.320670149186,233.641914524736,55.9107037703952,165,183,232,-3.9245,0.46575,5.70913120567376
1996,"Art4","Lycaenidae",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Lycosidae",543,183.173912160009,202.073452267045,229.711269788879,46.5373576288701,168,190,221,-3.61041666666667,1.46166666666667,5.20358333333333
1996,"Art4","Lycosidae egg sac",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Lygaeidae",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Megaspilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","MYSC",14,NA,NA,NA,NA,183,193,205,0.46575,1.68566666666667,3.88033333333333
1996,"Art4","Nematoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Noctuidae",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Notostraca",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Nymphalidae",105,199.888854267575,211.742477477069,223.269420181336,23.380565913761,198,209,220,2.54066666666667,4.14425,5.15358333333333
1996,"Art4","Ostracoda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Phoridae",3,NA,NA,NA,NA,197,210,222,2.308,4.27575,5.26573129251701
1996,"Art4","Pieridae ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","PieridaeÂ ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Piophilidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Platygastridae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Plutellidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Psocoptera",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Psylloidea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Scathophagidae",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Scelionidae",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Art4","Scelionidaee",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
